iat,SD_correct_4,Standard Deviation of latency of correct trials in block 4,12/23/02,12/31/17,2,2631935800,,,Numeric,8,2,F8.2,,,,,,,,
iat,SD_correct_6,Standard Deviation of latency of correct trials in block 6,12/23/02,12/31/17,2,2631935800,,,Numeric,8,2,F8.2,,,,,,,,
iat,SD_correct_7,Standard Deviation of latency of correct trials in block 7,12/23/02,12/31/17,2,2631935800,,,Numeric,8,2,F8.2,,,,,,,,
iat,N_ERROR_3,Number of errors in block 3,12/23/02,12/31/17,2,2631935800,,,Numeric,8,0,F8.0,,,,,,,,
iat,N_ERROR_4,Number of errors in block 4,12/23/02,12/31/17,2,2631935800,,,Numeric,8,0,F8.0,,,,,,,,
iat,N_ERROR_6,Number of errors in block 6,12/23/02,12/31/17,2,2631935800,,,Numeric,8,0,F8.0,,,,,,,,
iat,N_ERROR_7,Number of errors in block 7,12/23/02,12/31/17,2,2631935800,,,Numeric,8,0,F8.0,,,,,,,,
dem,age,Age,12/23/02,3/2/15,2,2616725165,,,Numeric,2,0,F2.0,,,,,,,,
dem,birthmonth,What is your birth month?,3/2/15,12/31/17,2616725167,2631935800,click here for values,,Numeric,2,0,F2.0,,,,,,,,
dem,birthyear,What is your birth year? ,3/2/15,12/31/17,2616725167,2631935800,click here for values,,Numeric,4,0,F4.0,,,,,,,,
dem,num,How many IATs have you previously performed?,12/23/02,12/31/16,2,2625899672,"0 ""0"" 1 ""1"" 2 ""2"" 3-5 ""3-5"" 6+ ""6+""",,String,3,0,A3,,,,,,,,
dem,num_002,How many IATs have you previously performed?,9/27/16,12/31/17,2624220463,2631935800,,num renamed,Numeric,1,0,F1.0,,,,,,,,
dem,ethnic,Ethnicity,12/23/02,9/28/06,2,4750776,click here for values,,Numeric,1,0,F1.0,,,,,,,,
dem,raceomb,Race,9/28/06,12/31/16,4750779,2625899672,click here for values,,Numeric,1,0,F1.0,,,,,,,,
dem,raceomb_002,raceomb after 9/26/2016,9/27/16,12/31/17,2624220463,2631935800,click here for values,raceomb renamed,Numeric,1,0,F1.0,,,,,,,,
dem,raceombmulti,Please select the categories that compromise your race.,3/2/15,12/31/17,2616725167,2631935800,click here for values,,String,100,0,A100,,,,,,,,
dem,ethnicityomb,Ethnicity (Hispanic or not),9/28/06,12/31/17,4750779,2631935800,"1 ""Hispanic or Latino"" 2 ""Not Hispanic or Latino"" 3 ""Unknown""",,Numeric,2,0,F2.0,,,,,,,,
dem,sex,Gender,12/23/02,3/2/15,2,2625899672,"f ""Female"" m ""Male""",,String,1,0,A1,,,,,,,,
dem,sex_5,What is your sex? ,3/2/15,9/26/16,2616725167,2624192937,"1 ""Male"" 2 ""Female"" 3 ""Transgender, MTF"" 4 ""Transgender FTM"" 5 ""Other"" ",,Numeric,1,0,F1.0,,,,,,,,
dem,birthsex,"What sex were you assigned at birth, on your original birth certificate?",9/27/16,12/31/17,2624220463,2631935800,"1 ""Male"" 2 ""Female""",,Numeric,1,0,F1.0,,,,,,,,
dem,genderidentity,What is your current gender identity? (check all that apply),9/27/16,12/31/17,2624220463,2631935800,"1 ""Male"" 2 ""Female"" 3 ""Trans male/Trans man"" 4 ""Trans female/Trans woman"" 5 ""Genderqueer/Gender nonconforming"" 6 ""A different identity"" ",,String,19,0,A19,,,,,,,,
dem,country,Country,12/23/02,1/12/04,2,727585,click here for values,"The values should be similar, if not identical, to countryres/countrycit. However, no experiment file was found to support this.",String,2,0,A2,,,,,,,,
dem,countrycit,Country/Region of Primary Citizenship,4/13/04,12/31/16,1005247,2625899672,click here for values,Scale changed one time over years from 2 letter abbreviation to numeric values,String,2,0,A2,,,,,,,,
dem,countryres,Country/Region of Residence,4/13/04,12/31/16,1005247,2625899672,click here for values,Scale changed one time over years from 2 letter abbreviation to numeric values,String,2,0,A2,,,,,,,,
dem,countrycit_num,Country of Citizenship,1/1/17,12/31/17,2625899675,2631935800,click here for values,,,,,,,,,,,,,
dem,countryres_num,Country of Residence,1/1/17,12/31/17,2625899675,2631935800,click here for values,,,,,,,,,,,,,
dem,studentornot,"Are you presently a student in a primary school, secondary school, college, or graduate degree program?",3/2/15,9/26/16,2616725167,2624192937,"1 ""Yes"" 2 ""No""",,Numeric,1,0,F1.0,,,,,,,,
dem,edunotstudent,Please indicate the highest level of education that you have completed.,3/2/15,9/26/16,2616725167,2624192937,click here for values,,Numeric,1,0,F1.0,,,,,,,,
dem,edustudent,Please indicate your present student status.,3/2/15,9/26/16,2616725167,2624192937,click here for values,,Numeric,1,0,F1.0,,,,,,,,
dem,edu,original Education Level data,12/23/02,12/31/17,2,2631935800,,Scale changed one time over years,Numeric,2,0,F2.0,,,,,,,,
dem,edu_9,edu with a 9-point scale,12/23/02,1/12/04,2,727585,click here for values,edu renamed,Numeric,1,0,F1.0,,,,,,,,
dem,edu_14,edu with a 14-point scale,1/12/04,12/31/17,727612,2631935800,click here for values,edu renamed - was also used in 2016 from 9/27/2016 - 12/31/2017,Numeric,2,0,F2.0,,,,,,,,
dem,major,Major,1/12/04,3/2/15,727612,2616725165,click here for values,,Numeric,2,0,F2.0,,,,,,,,
dem,employment ,Please indicate your present employment status. ,3/2/15,9/26/16,2616725167,2624192937,click here for values,,Numeric,1,0,F1.0,,,,,,,,
dem,occupation,Occupation,9/16/06,3/2/15,4669657,2616725165,click here for values,,String,7,0,A7,,,,,,,,
dem,occuself,Please indicate your full-time or part-time occupation,3/2/15,12/31/16,2616725167,2625899672,,,String,7,0,A7,,,,,,,,
dem,occupation_self,Self Occupation,3/2/15,9/26/16,2616725167,2624192937,click here for values,occuself renamed,String,7,0,A7,,,,,,,,
dem,occupation_self_002,Self Occupation after 9/26/2016,9/27/16,12/31/17,2624220463,2631935800,click here for values,occuself renamed,String,7,0,A7,,,,,,,,
dem,occuselfdetail,Please indicate your full-time or part-time occupation.,3/2/15,12/31/16,2616725167,2625899672,,,String,7,0,A7,,,,,,,,
dem,occupation_selfdetail_001,occuselfdetail after 9/26/2016 - renamed,9/27/16,12/31/17,2624220463,2631935800,,occuselfdetail renamed,String,7,0,A7,,,,,,,,
dem,occusupporter,Please indicate the occupation of the person who is most responsible for your support.,3/2/15,9/26/16,2616725167,2624192937,,,String,7,0,A7,,,,,,,,
dem,occupation_supporter,Supporter Occupation,3/2/15,9/26/16,2616725167,2624192937,click here for values,occusupporter renamed,String,7,0,A7,,,,,,,,
dem,occusupporterdetail,Please indicate the occupation of the person who is most responsible for your support.,3/2/15,9/26/16,2616725167,2624192937,,,String,7,0,A7,,,,,,,,
dem,politicalid,original Political Identity,1/12/04,12/31/16,727612,2625899672,,Scale changed one time over years,Numeric,1,0,F1.0,,,,,,,,
dem,politicalid_6,politicalid with a 6-point scale,1/12/04,9/15/06,727612,4662677,"1 ""1 strongly conservative"" 2 ""2"" 3 ""3"" 4 ""4"" 5 ""5"" 6  "" 6 strongly liberal""",politicalid renamed,Numeric,1,0,F1.0,,,,,,,,
dem,politicalid_7,politicalid with a 7-point scale,9/16/06,12/31/17,4669657,2631935800,"1 ""strongly conservative"" 2 ""moderately conservative"" 3 ""slightly conservative"" 4 ""neutral"" 5 ""slightly liberal"" 6 ""moderately liberal"" 7 ""strongly liberal""",politicalid renamed,Numeric,1,0,F1.0,,,,,,,,
dem,religion,Religious Affiliation,9/16/06,3/2/09,4669657,10446488,click here for values,,String,150,0,A150,,,,,,,,
dem,religion2009,Religious Affiliation (after 3/2/2009),3/2/09,3/2/15,10446568,2616725165,click here for values,,String,15,0,A15,,,,,,,,
dem,religion2014,What is your generous religious affilitation?,3/2/15,12/31/17,2616725167,2631935800,click here for values,,Numeric,1,0,F1.0,,,,,,,,
dem,religionid,Religiosity,9/16/06,12/31/17,4669657,2631935800,"1 ""not at all religious"" 2 ""slightly religious"" 3 ""moderately religious"" 4 ""strongly religious""",,Numeric,1,0,F1.0,,,,,,,,
dem,financialsupport,How do you support yourself financially?,3/2/15,9/26/16,2616725167,2624192937,"1 ""Self-supported"" 2 ""Supported by parents, relatives, or other guardians"" 3 ""Supported by partner""",,Numeric,1,0,F1.0,,,,,,,,
dem,incomeself,Please indicate your yearly income.,3/2/15,9/26/16,2616725167,2624192937,click here for values,,Numeric,1,0,F1.0,,,,,,,,
dem,incomesupporter,Please estimate as best you can the yearly income of the person who is most responsible for your support.,3/2/15,9/26/16,2616725167,2624192937,click here for values,,Numeric,1,0,F1.0,,,,,,,,
dem,wealthself,Please indicate your overall net worth (assets minus debts).,3/2/15,9/26/16,2616725167,2624192937,click here for values,,Numeric,1,0,F1.0,,,,,,,,
dem,wealthsupporter,Please estimate as best you can the overall net worth (assets minus debts) of the person who is most responsible for your support.,3/2/15,9/26/16,2616725167,2624192937,click here for values,,Numeric,1,0,F1.0,,,,,,,,
dem,STATE,2-letter State name for US residents,12/23/02,12/31/17,2,2631935800,click here for values,"Based on the Geographic Practice Cost Indices by ZIP code table from U.S. Department of Labor, Office of Workers' Compemsation Programs, updated July 1, 2013. link: http://www.dol.gov/owcp/regs/feeschedule/fee/fee13/fs13_gpci_by_msa-ZIP.xls",String,2,0,A2,,,,,,,,
dem,CountyNo,County No. for US residents,12/23/02,12/31/17,2,2631935800,Check the US_FIPS_Codes.xls file on OSF or http://www.epa.gov/enviro/html/codes/state.html,"Based on the Geographic Practice Cost Indices by ZIP code table from U.S. Department of Labor, Office of Workers' Compemsation Programs, updated July 1, 2013. link: http://www.dol.gov/owcp/regs/feeschedule/fee/fee13/fs13_gpci_by_msa-ZIP.xls",String,3,0,A3,,,,,,,,
dem,MSANo,Metropolitan Statistical Area No. for US residents,12/23/02,12/31/17,2,2631935800,click here for values,"Based on the Geographic Practice Cost Indices by ZIP code table from U.S. Department of Labor, Office of Workers' Compemsation Programs, updated July 1, 2013. link: http://www.dol.gov/owcp/regs/feeschedule/fee/fee13/fs13_gpci_by_msa-ZIP.xls",String,5,0,A5,,,,,,,,
dem,MSAName,Metropolitan Statistical Area Name for US residents,12/23/02,12/31/17,2,2631935800,,"Based on the Geographic Practice Cost Indices by ZIP code table from U.S. Department of Labor, Office of Workers' Compemsation Programs, updated July 1, 2013. link: http://www.dol.gov/owcp/regs/feeschedule/fee/fee13/fs13_gpci_by_msa-ZIP.xls",String,54,0,A54,,,,,,,,
dbrf,q2a,"My IAT score reflects the culture that I am exposed to, but not me, personally.",9/16/06,9/26/16,4669657,2624192937,"-2 ""Strongly disagree"" -1 ""Disagree"" 1 ""Agree"" 2 ""Strongly agree""",,Numeric,2,0,F2.0,,,,,,,,
dbrf,q2b,"Whether I like my IAT score or not, it captures something important about me.",9/16/06,9/26/16,4669657,2624192937,"-2 ""Strongly disagree"" -1 ""Disagree"" 1 ""Agree"" 2 ""Strongly agree""",,Numeric,2,0,F2.0,,,,,,,,
dbrf,q2c,The IAT reflects something about my automatic thoughts and feelings concerning this topic.,9/16/06,9/26/16,4669657,2624192937,"-2 ""Strongly disagree"" -1 ""Disagree"" 1 ""Agree"" 2 ""Strongly agree""",,Numeric,2,0,F2.0,,,,,,,,
dbrf,q2d,The IAT does not reflect anything about my thoughts or feelings - unconscious or otherwise.,9/16/06,9/26/16,4669657,2624192937,"-2 ""Strongly disagree"" -1 ""Disagree"" 1 ""Agree"" 2 ""Strongly agree""",,Numeric,2,0,F2.0,,,,,,,,
dbrf,q3a,Experiment experience: interesting vs. boring,10/18/06,9/26/16,4856475,2624192937,"1 ""1 - boring"" 2 ""2"" 3 ""3"" 4 ""4"" 5 ""5"" 6 ""6 - interesting""","variable added on 9/16/2006, but had wrong coding until 10/18/2006",Numeric,1,0,F1.0,,,,,,,,
dbrf,q3b,Experiment experience: enjoyable vs. frustrating,10/18/06,9/26/16,4856475,2624192937,"1 ""1 - frustrating"" 2 ""2"" 3 ""3"" 4 ""4"" 5 ""5"" 6 ""6 - enjoyable""","variable added on 9/16/2006, but had wrong coding until 10/18/2006",Numeric,1,0,F1.0,,,,,,,,
dbrf,q3c,Experiment experience: eye-opening vs. useless,10/18/06,9/26/16,4856475,2624192937,"1 ""1 - useless"" 2 ""2"" 3 ""3"" 4 ""4"" 5 ""5"" 6 ""6 - eye-opening""","variable added on 9/16/2006, but had wrong coding until 10/18/2006",Numeric,1,0,F1.0,,,,,,,,
dbrf,q4,What brought you to this website?,9/16/06,9/26/16,4669657,2624192937,click here for values,,String,3,0,A3,,,,,,,,
dbrf,iatevaluations001,To what extent did you enjoy trying the IAT?,9/27/16,12/31/17,2624220463,2631935800,"1 ""Not at all"" 2 ""Slightly"" 3 ""Moderately"" 4 ""Very"" 5 ""Extremely""",,String,1,0,A1,,,,,,,,
dbrf,iatevaluations002,To what extent did the IAT score you received change your view of yourself?,9/27/16,12/31/17,2624220463,2631935800,"1 ""Not at all"" 2 ""Slightly"" 3 ""Moderately"" 4 ""Very"" 5 ""Extremely""",,String,1,0,A1,,,,,,,,
dbrf,iatevaluations003,To what exten are you skeptical of the IAT score you received?,9/27/16,12/31/17,2624220463,2631935800,"1 ""Not at all"" 2 ""Slightly"" 3 ""Moderately"" 4 ""Very"" 5 ""Extremely""",,String,1,0,A1,,,,,,,,
dbrf,broughtwebsite,What brought you to this website?,9/27/16,12/31/17,2624220463,2631935800,click here for values,,String,200,0,A200,,,,,,,,
exp,tblacks,Thermology - African Americans,12/23/02,9/15/06,2,4662677,"0 ""0 very cold"" 1 ""1"" 2 ""2"" 3 ""3"" 4 ""4"" 5 ""5 neutral"" 6 ""6"" 7 ""7"" 8 ""8"" 9 ""9"" 10 ""10 very warm""",,Numeric,2,0,F2.0,,,,,,,,
exp,tblacks_0to10,Thermology - African Americans,12/23/02,9/15/06,2,4662677,"0 ""0 very cold"" 1 ""1"" 2 ""2"" 3 ""3"" 4 ""4"" 5 ""5 neutral"" 6 ""6"" 7 ""7"" 8 ""8"" 9 ""9"" 10 ""10 very warm""",,Numeric,2,0,F2.0,,,,,,,,
exp,twhites,Thermology - European Americans,12/23/02,9/15/06,2,4662677,"0 ""0 very cold"" 1 ""1"" 2 ""2"" 3 ""3"" 4 ""4"" 5 ""5 neutral"" 6 ""6"" 7 ""7"" 8 ""8"" 9 ""9"" 10 ""10 very warm""",,Numeric,2,0,F2.0,,,,,,,,
exp,twhites_0to10,Thermology - European Americans,12/23/02,9/15/06,2,4662677,"0 ""0 very cold"" 1 ""1"" 2 ""2"" 3 ""3"" 4 ""4"" 5 ""5 neutral"" 6 ""6"" 7 ""7"" 8 ""8"" 9 ""9"" 10 ""10 very warm""",,Numeric,2,0,F2.0,,,,,,,,
exp,Tblack,"Please rate how warm or cold you feel toward the following groups (0 = coldest feelings, 5 = neutral, 10 = warmest feelings): African Americans",9/16/06,9/26/16,4669657,2624192937,"0 ""0 very cold"" 1 ""1"" 2 ""2"" 3 ""3"" 4 ""4"" 5 ""5 neutral"" 6 ""6"" 7 ""7"" 8 ""8"" 9 ""9"" 10 ""10 very warm""",,Numeric,2,0,F2.0,,,,,,,,
exp,tblack_0to10,"Please rate how warm or cold you feel toward the following groups (0 = coldest feelings, 5 = neutral, 10 = warmest feelings): African Americans",9/16/06,12/31/17,4669657,2631935800,click here for values,"Was created in the syntax for years 2006-Oct. 23, 2014. Was in the raw data for study ID Demo.Race.0005 from 9/27/2016-12/31/2017 (so the scales changed in 2016 back to 0-10",Numeric,2,0,F2.0,,,,,,,,
exp,tblack_1to11,"Please rate how warm or cold you feel toward the following groups (0 = coldest feelings, 5 = neutral, 10 = warmest feelings): African Americans",10/23/14,9/26/16,2615085123,2624192937,"1""1 very cold"" 2 ""2"" 3 ""3"" 4 ""4"" 5 ""5"" 6 ""6 neutral"" 7 ""7"" 8 ""8"" 9 ""9"" 10 ""10"" 11 ""11 very warm""",,Numeric,2,0,F2.0,,,,,,,,
exp,Twhite,"Please rate how warm or cold you feel toward the following groups (0 = coldest feelings, 5 = neutral, 10 = warmest feelings): European Americans",9/16/06,9/26/16,4669657,2624192937,"0 ""0 very cold"" 1 ""1"" 2 ""2"" 3 ""3"" 4 ""4"" 5 ""5 neutral"" 6 ""6"" 7 ""7"" 8 ""8"" 9 ""9"" 10 ""10 very warm""",,Numeric,2,0,F2.0,,,,,,,,
exp,twhite_0to10,"Please rate how warm or cold you feel toward the following groups (0 = coldest feelings, 5 = neutral, 10 = warmest feelings): European Americans",9/16/06,12/31/17,4669657,2631935800,click here for values,"Was created in the syntax for years 2006-Oct. 23, 2014. Was in the raw data for study ID Demo.Race.0005 from 9/27/2016-12/31/2017 (so the scales changed in 2016 back to 0-10",Numeric,2,0,F2.0,,,,,,,,
exp,twhite_1to11,"Please rate how warm or cold you feel toward the following groups (0 = coldest feelings, 5 = neutral, 10 = warmest feelings): European Americans",10/23/14,9/26/16,2615085123,2624192937,"1""1 very cold"" 2 ""2"" 3 ""3"" 4 ""4"" 5 ""5"" 6 ""6 neutral"" 7 ""7"" 8 ""8"" 9 ""9"" 10 ""10"" 11 ""11 very warm""",,Numeric,2,0,F2.0,,,,,,,,
exp,att,original att data: Which statement best describes you?,12/23/02,9/26/16,2,2624192937,,Scale changed one time over years,Numeric,1,0,F1.0,,,,,,,,
exp,att_5,att with a 5-point scale,12/23/02,9/15/06,2,4662677,"1 ""I strongly prefer African Americans to European Americans."" 2 ""I moderately prefer African Americans to European Americans."" 3 ""I like European Americans and African Americans equally."" 4 ""I moderately prefer European Americans to African Americans."" 5 ""I strongly prefer European Americans to African Americans.""",att renamed,Numeric,1,0,F1.0,,,,,,,,
exp,att_7,att with a 7-point scale,9/16/06,12/31/17,4669657,2631935800,"1 ""I strongly prefer African Americans to European Americans."" 2 ""I moderately prefer African Americans to European Americans."" 3 ""I slightly prefer African Americans to European Americans."" 4 ""I like European Americans and African Americans equally."" 5 ""I slightly prefer European Americans to African Americans."" 6 ""I moderately prefer European Americans to African Americans."" 7 ""I strongly prefer European Americans to African Americans.""",att renamed,Numeric,1,0,F1.0,,,,,,,,
exp,att7,Which statement best describes you?,9/27/16,12/31/17,2624220463,2631935800,"1 ""I strongly prefer African Americans to European Americans."" 2 ""I moderately prefer African Americans to European Americans."" 3 ""I slightly prefer African Americans to European Americans."" 4 ""I like European Americans and African Americans equally."" 5 ""I slightly prefer European Americans to African Americans."" 6 ""I moderately prefer European Americans to African Americans."" 7 ""I strongly prefer European Americans to African Americans.""",,Numeric,1,0,F1.0,,,,,,,,
exp,extravert,"I see myself as extraverted, enthusiastic (that is, sociable, assertive, talkative, active, NOT reserved, or shy)",4/30/04,9/15/06,1052660,4662677,"1 ""Strongly disagree"" 2 ""Moderately disagree"" 3 ""Slightly disagree"" 4 ""Slightly agree"" 5 ""Moderately agree"" 6 ""Strongly agree""",,Numeric,1,0,F1.0,,,,,,,,
exp,posaffect,How much did you feel 'happiness' today?,4/30/04,9/15/06,1052660,4662677,"0 ""0 not at all"" 1 ""1"" 2 ""2"" 3 ""3"" 4 ""4"" 5 ""5 extremely""",,Numeric,1,0,F1.0,,,,,,,,
exp,admission,A college admissions officer considers applications from African American and European American applicants with similar credentials and cannot accept all. Should the admissions officer more often accept African American than European American applicants?,10/4/05,12/31/15,2946293,2620361854,"yes ""yes"" no ""no""",,String,3,0,A3,,,,,,,,
exp,customs,Air passengers arriving in the United States must pass through a checkpoint where Customs officers may examine contents of baggage in search of contraband such as illegal drugs. Should Customs officers be more ready to examine contents of baggage for an African American passenger than a European American passenger?,10/4/05,12/31/15,2946293,2620361854,"yes ""yes"" no ""no""",,String,3,0,A3,,,,,,,,
exp,employ,A corporate personnel officer is evaluating an African American and a European American job applicant who are identically qualified except the European American has more prior experience in related work. Is there a reasonable justification for this personnel officer hiring the African American applicant rather than the European American?,10/4/05,12/31/15,2946293,2620361854,"yes ""yes"" no ""no""",,String,3,0,A3,,,,,,,,
exp,taxi,"Do cab drivers in big cities who occasionally choose to pass by an African American person seeking a cab ride, then pick up a nearby European American person, have a reasonable justification for doing this?",10/4/05,12/31/15,2946293,2620361854,"yes ""yes"" no ""no""",,String,3,0,A3,,,,,,,,
exp,reprbirth,Have you given birth in the last year?,11/1/11,12/6/11,15992024,16212844,"1 ""Yes"" 2 ""No"" 3 ""Prefer not to say""",,Numeric,2,0,F2.0,,,,,,,,
exp,reprlastcycleday,First day of last menstrual period,11/1/11,12/6/11,15992024,16212844,"96 """" 97 ""I didn't have a period"" 98 ""I don't remember "" 99 ""Prefer not to say""",,Numeric,2,0,F2.0,,,,,,,,
exp,reprlastcyclemonth,Month of last menstrual period,11/1/11,12/6/11,15992024,16212844,"1 ""January"" 2 ""February"" 3 ""March"" 4 ""April"" 5 ""May"" 6 ""June"" 7 ""July"" 8 ""August"" 9 ""September"" 10 ""October"" 11 ""November"" 12 ""December"" 96 """" 97 ""I didn't have a period"" 98 ""I don't remember "" 99 ""Prefer not to say""",,Numeric,2,0,F2.0,,,,,,,,
exp,reprpregnant,Are you currently pregnant?,11/1/11,12/6/11,15992024,16212844,"1 ""Yes"" 2 ""No"" 3 ""Unsure"" 4 ""Prefer not to say""",,Numeric,2,0,F2.0,,,,,,,,
exp,reprstatus,"Regardless of your intentions or desires to have children, which of the following describes your current reproductive status?",11/1/11,12/6/11,15992024,16212844,"1 ""I am currently of reproductive age and I AM NOT using some form of contraceptive (e.g., pill, patch, implant)"" 2 ""I am currently of reproductive age and I AM using some form of contraceptive (e.g., pill, patch, implant)"" 3 ""I am unable to reproduce (e.g., postmenapausal or some other health reason)"" 4 ""I am unsure what my reproductive status is"" 5 ""Prefer not to say""",,Numeric,2,0,F2.0,,,,,,,,
exp,reprtwocycleday,First day of two menstrual periods ago,11/1/11,12/6/11,15992024,16212844,"96 """" 97 ""I didn't have a period"" 98 ""I don't remember "" 99 ""Prefer not to say""",,Numeric,2,0,F2.0,,,,,,,,
